well_id,rows,TVT_min,TVT_max,TVT_range,TVT_mean,GR_min,GR_max,GR_range,GR_mean,geo_unique,geo_missing_pct
0955cd6c,3602,11425.84,12325.65,899.8099999999995,11875.814705719045,26.38,168.11,141.73000000000002,81.10171016102166,7,36.729594669627986
09ec2ca9,1784,10230.95,11122.45,891.5,10676.699999999999,38.91,273.82,234.91,126.59091928251122,6,36.827354260089685
0a57a29c,1395,10669.45,11366.45,697.0,11017.949999999999,22.82,168.04,145.22,72.22206451612904,6,13.405017921146953
0bbf5e67,1609,10167.95,10971.95,804.0,10569.949999999999,31.8,198.4,166.6,88.26904288377875,5,40.1491609695463
0be01c24,2003,10536.92,11537.41,1000.4899999999998,11037.225262106842,28.58,224.14,195.56,93.4584323514728,6,39.69046430354468
0c1b160c,1464,10580.03,11311.5,731.4699999999993,10945.760409836064,33.05,256.22,223.17000000000002,101.41101092896174,6,19.672131147540984
0d99f8e4,1459,10637.45,11366.45,729.0,11001.949999999999,22.82,168.04,145.22,73.01137765592873,6,17.20356408498972
0dc5e64d,1573,10336.45,11122.45,786.0,10729.45,38.91,273.82,234.91,118.75450095359186,6,28.35346471710108
0dc835f3,1194,10424.81,11021.27,596.460000000001,10723.040510887773,30.96,183.96,153.0,68.81492462311557,10,2.763819095477387
0dd99dc5,1992,11753.45,12748.95,995.5,12251.200000000003,29.71,233.85,204.14,85.1135843373494,6,45.682730923694784
0e5e560d,1833,10206.45,11122.45,916.0,10664.449999999999,38.91,273.82,234.91,128.45308237861428,6,38.51609383524277
109d9d70,2992,11578.33,12325.65,747.3199999999997,11952.034963235297,26.38,168.11,141.73000000000002,75.33989304812835,7,23.830213903743317
10a1281a,1896,10418.95,11366.45,947.5,10892.7,22.82,168.04,145.22,83.39699894514769,6,36.28691983122363
10b89021,1006,11782.62,12285.1,502.47999999999956,12033.857246520873,26.77,120.06,93.29,63.92459244532803,6,1.0934393638170974
10be2420,2012,9958.47,10963.71,1005.2399999999998,10461.121038767396,24.5,198.91,174.41,92.69810139165011,7,44.23459244532803
113011eb,1196,12151.45,12748.95,597.5,12450.199999999999,29.71,233.85,204.14,74.21729096989966,6,9.531772575250837
1131525f,1241,10752.45,11372.45,620.0,11062.449999999999,29.9,231.0,201.1,88.13779210314263,6,21.031426269137793
11d0f5ac,695,10384.02,11077.56,693.539999999999,10730.810302158276,23.92,192.06,168.14,77.92112230215827,7,0.0
12203f2a,1940,11212.45,12181.95,969.5,11697.200000000003,34.4,156.51999999999998,122.11999999999998,80.40560824742268,10,37.2680412371134
122bd617,2363,9782.98,10963.71,1180.7299999999996,10373.386407109605,24.5,198.91,174.41,97.13354633939908,7,52.51798561151079
125be846,1426,10882.39,11594.55,712.1599999999999,11238.483758765778,27.21,224.46,197.25,73.78562412342215,6,13.183730715287517
1285a37b,2011,11868.45,12873.45,1005.0,12370.95,34.36,207.01,172.64999999999998,94.14689706613625,7,46.79264047737444
1295a25b,1336,11203.95,11871.45,667.5,11537.699999999999,28.66,158.17999999999998,129.51999999999998,84.23887724550899,10,25.37425149700599
12f0cd90,1392,10842.320000000002,11537.41,695.0899999999983,11189.91021551724,28.58,224.14,195.56,79.54806034482759,6,13.218390804597702
137d1e44,1998,11874.95,12873.45,998.5,12374.2,34.36,207.01,172.64999999999998,94.13341841841842,7,46.44644644644645
13ce113d,2191,10271.45,11366.45,1095.0,10818.949999999997,22.82,168.04,145.22,87.39066636239161,6,44.86535828388863
13f598d9,1781,11858.95,12748.95,890.0,12303.950000000003,29.71,233.85,204.14,83.1072318921954,6,39.24761370016844
14a53cb3,1959,10372.33,11350.94,978.6100000000006,10861.723333333332,45.46,226.9,181.44,124.49183767228178,6,39.66309341500766
14ab73fb,1449,10639.95,11372.45,732.5,11009.540752242923,29.9,231.0,201.1,92.58523119392684,6,32.367149758454104
14ad5efb,1401,10837.820000000002,11537.41,699.5899999999983,11187.661241970021,28.58,224.14,195.56,79.9086438258387,6,13.77587437544611
14fee784,1382,10330.820000000002,11021.27,690.4499999999989,10676.043943560058,30.96,207.46,176.5,76.33709117221417,10,15.991316931982633
153552f5,2115,11309.95,12366.95,1057.0,11838.45,31.86,215.44,183.57999999999998,92.8943498817967,6,51.58392434988179
1550491d,1197,10939.79,11537.41,597.619999999999,11238.636374269006,28.58,224.14,195.56,72.92989974937343,6,0.0
155887bb,2122,11306.45,12366.95,1060.5,11836.699999999999,31.86,215.44,183.57999999999998,92.90491988689915,6,51.74363807728558
1590af81,1219,10982.95,11591.95,609.0,11287.449999999999,25.9,145.91,120.00999999999999,67.24182116488926,6,4.8400328137817885
15e154a1,3707,10209.95,11136.45,926.5,10673.2,24.82,207.12,182.3,93.57840841650932,7,38.46776369031562
1619e2ca,1655,10764.95,11591.95,827.0,11178.45,25.9,145.91,120.00999999999999,79.7680241691843,6,29.909365558912388
16e4a047,4060,11142.2,12156.95,1014.75,11649.575000000003,27.79,203.62,175.83,85.07382019704433,7,41.92118226600986
173ed841,1827,11960.45,12873.45,913.0,12416.950000000003,34.36,207.01,172.64999999999998,92.35642036124794,7,41.43404488232074
1770d7c6,1955,11771.95,12748.95,977.0,12260.450000000004,29.71,233.85,204.14,84.89750895140665,6,44.65473145780051
177622d7,1268,11733.45,12366.95,633.5,12050.199999999999,31.86,215.44,183.57999999999998,81.81294952681388,6,19.242902208201894
18d24f7b,1649,10542.45,11366.45,824.0,10954.449999999999,22.82,168.04,145.22,78.13483929654336,6,26.743480897513646
19137a89,1572,10336.95,11122.45,785.5,10729.699999999999,38.91,273.82,234.91,118.71714376590329,6,28.30788804071247
1944513c,2235,10420.95,11537.41,1116.4599999999991,10979.247315436241,28.58,224.14,195.56,96.22736017897091,6,45.950782997762865
197f8a5a,2157,10032.64,11110.62,1077.9800000000014,10571.629350950394,38.67,221.13,182.45999999999998,116.0491608715809,6,44.4598980064905
19871e7f,2077,11710.95,12748.95,1038.0,12229.95,29.71,233.85,204.14,85.42102551757343,6,47.90563312469909
198a5607,1987,10318.55,11311.5,992.9500000000007,10815.018515349775,33.05,256.22,223.17000000000002,118.82162556618016,6,40.81529944640161
19fb4f7b,2445,11651.45,12873.45,1222.0,12262.45,34.36,207.01,172.64999999999998,96.58616768916156,7,56.23721881390593
1a518997,1900,10416.95,11366.45,949.5,10891.7,22.82,168.04,145.22,83.47477894736843,6,36.421052631578945
1a68190b,2059,11952.95,12981.95,1029.0,12467.450000000003,28.29,176.98999999999998,148.7,86.14311801845555,6,45.84749878581836
1a730ac2,1277,10956.86,11594.55,637.6899999999987,11275.717204385279,27.21,224.46,197.25,68.58623335943618,6,3.0540328895849647
1aaf1da0,1812,11146.4,12051.84,905.4400000000005,11599.12761589404,32.93,238.11,205.18,95.04061810154526,6,33.609271523178805
1b08ed48,1498,11530.95,12279.45,748.5,11905.199999999999,30.84,157.13,126.28999999999999,82.20941255006676,6,27.03604806408545
1b1c5372,1284,10315.09,10956.570000000002,641.4800000000014,10635.831573208721,22.9,152.86,129.96,57.96904984423676,6,8.644859813084112
1b1eba53,2414,11780.95,12987.45,1206.5,12384.199999999999,21.06,218.7,197.64,92.0510811930406,5,66.40430820215411
1b6ba517,2086,11160.45,12202.95,1042.5,11681.7,18.53,317.9,299.37,96.54558485139023,7,0.0
1b82b665,1685,10114.6,10956.570000000002,841.9700000000012,10535.584118694362,22.9,177.14999999999998,154.24999999999997,69.43486646884273,6,30.38575667655786
1bcb2fcf,1474,11916.55,12652.570000000002,736.0200000000023,12284.59039348711,29.83,189.64,159.81,85.57428086838534,6,27.340569877883308
1beca81d,1529,10746.76,11510.29,763.5300000000007,11128.508436886856,27.6,158.72,131.12,78.58765206017004,6,24.85284499672989
1d3fbf02,1191,11276.45,11871.45,595.0,11573.949999999999,28.66,158.17999999999998,129.51999999999998,80.41809403862301,10,16.288832913518053
1d78281a,2153,11905.95,12981.95,1076.0,12443.949999999999,28.29,176.98999999999998,148.7,86.81995355318162,6,48.211797491871806
1e30dedf,1342,10286.09,10956.570000000002,670.4800000000014,10621.331937406856,22.9,177.14999999999998,154.24999999999997,60.01754843517138,6,12.593144560357675
1e5e3573,3420,11471.34,12325.65,854.3099999999995,11898.55670760234,26.38,168.11,141.73000000000002,79.4400029239766,7,33.36257309941521
1f9afacb,3990,11159.7,12156.95,997.25,11658.325000000003,27.79,203.62,175.83,84.70725313283208,7,40.902255639097746
1fdbba44,1315,12324.95,12981.95,657.0,12653.449999999999,28.29,160.94,132.65,75.28486692015208,6,15.209125475285171
1fee2b62,2029,11734.95,12748.95,1014.0,12241.950000000003,29.71,233.85,204.14,85.30304090685067,6,46.67323804829965
20096916,1907,11098.9,12051.84,952.9400000000005,11575.378730991086,32.93,238.11,205.18,95.778725747247,6,36.91662296801258
200d233d,3317,11327.95,12156.95,829.0,11742.450000000003,27.79,203.62,175.83,79.80231835996383,7,28.91166716912873
201661b5,5163,11035.65,12325.65,1290.0,11680.74386403254,26.38,179.08999999999995,152.70999999999995,83.61858028278132,7,55.858996707340694
203721ab,1513,10610.45,11366.45,756.0,10988.449999999999,22.82,168.04,145.22,74.34436219431593,6,20.15862524785195
20402d71,1674,10274.13,11110.62,836.4900000000016,10692.377568697728,38.67,210.4,171.73000000000002,106.48550776583033,6,28.43488649940263
2043abc5,1420,10885.39,11594.55,709.1599999999999,11239.983098591549,27.21,224.46,197.25,73.56368309859154,6,12.816901408450704
204cc64b,2198,11774.95,12873.45,1098.5,12324.199999999997,34.36,207.01,172.64999999999998,94.98260236578709,7,51.31938125568699
206b6193,1776,10707.42,11594.55,887.1299999999992,11151.017449324325,27.21,224.46,197.25,82.6431981981982,6,30.292792792792795
2075c696,2593,10070.45,11366.45,1296.0,10718.449999999999,22.82,169.39,146.57,92.54881604319321,6,53.41303509448515
22c5f93f,2039,11032.9,12051.84,1018.9400000000005,11542.380107896026,32.93,238.11,205.18,97.35304070622854,6,41.00049043648848
230eaaa3,2184,10503.42,11594.55,1091.1299999999992,11049.045947802198,27.21,224.46,197.25,88.28269230769232,6,43.315018315018314
2364716c,3780,10191.7,11136.45,944.75,10664.075,24.82,207.12,182.3,94.39764021164022,7,39.65608465608466
23b9beb0,1422,10881.45,11591.95,710.5,11236.699999999999,25.9,145.91,120.00999999999999,74.15997187060478,6,18.424753867791843
24d8997e,1782,10460.81,11350.94,890.130000000001,10905.96406285073,45.46,226.9,181.44,122.79572951739618,6,33.670033670033675
25050f63,1743,10239.63,11110.62,870.9900000000016,10675.127664945496,38.67,210.4,171.73000000000002,107.58573149741824,6,31.267928858290304
25939962,1863,11435.95,12366.95,931.0,11901.45,31.86,215.44,183.57999999999998,92.21902844873858,6,45.03488996242619
25fd32b3,1384,10659.79,11350.94,691.1499999999996,11005.439125722543,45.46,226.9,181.44,114.85973988439306,6,14.595375722543352
261785ee,2537,10323.95,11591.95,1268.0,10957.949999999997,25.9,147.32,121.41999999999999,90.05156484036263,6,54.27670476941269
264feceb,1887,10423.45,11366.45,943.0,10894.949999999999,22.82,168.04,145.22,83.23713301536831,6,35.9830418653948
26623a50,1951,10562.92,11537.41,974.4899999999998,11050.220071758074,28.58,224.14,195.56,93.02170169144027,6,38.0830343413634
26d3a96a,2029,11859.45,12873.45,1014.0,12366.450000000003,34.36,207.01,172.64999999999998,94.09224248398226,7,47.2646623952686
272abef3,1504,10843.4,11594.55,751.1499999999996,11218.99200797872,27.21,224.46,197.25,76.27650265957446,6,17.68617021276596
27300fd5,2183,11782.45,12873.45,1091.0,12327.949999999997,34.36,207.01,172.64999999999998,94.88427851580394,7,50.984883188273024
276b012a,1592,11953.45,12748.95,795.5,12351.199999999999,29.71,233.85,204.14,80.84059045226131,6,32.03517587939699
27c3155b,2505,11724.88,12976.83,1251.9500000000007,12350.86401197605,29.43,241.94,212.51,104.37033133732535,6,55.0499001996008
27ebb9b9,2190,11108.45,12202.95,1094.5,11655.699999999999,18.53,317.9,299.37,98.07298630136987,7,0.0
283269ac,2146,10522.42,11594.55,1072.1299999999992,11058.543751164958,27.21,224.46,197.25,88.07541006523765,6,42.311276794035415
28473855,5139,9851.95,11136.45,1284.5,10494.199999999997,24.82,218.54,193.72,102.86312706752287,7,55.61393267172602
28f4eda9,1157,10532.63,11110.62,577.9900000000016,10821.626482281763,38.67,196.39,157.71999999999997,97.60873811581676,6,0.0
29b24409,1830,10451.95,11366.45,914.5,10909.2,22.82,168.04,145.22,82.06567213114754,6,33.98907103825137
29de15c8,1693,11335.95,12181.95,846.0,11758.95,34.4,156.51999999999998,122.11999999999998,76.25655050206734,10,28.115770821027763
2ab29395,1052,11841.45,12366.95,525.5,12104.199999999999,31.86,215.44,183.57999999999998,75.59138783269962,6,2.6615969581749046
2ac7cb6b,1370,10336.820000000002,11021.27,684.4499999999989,10679.043715328467,30.96,207.46,176.5,75.4027591240876,10,15.255474452554745
2acc78d4,1958,11073.4,12051.84,978.4400000000005,11562.629284984678,32.93,238.11,205.18,96.37303881511745,6,38.559754851889686
2b034622,7824,9454.55,10236.85,782.3000000000011,9845.7,23.12,193.59,170.47,75.57741180981594,6,18.98006134969325
2b06ad65,1492,11436.45,12181.95,745.5,11809.199999999999,34.4,156.51999999999998,122.11999999999998,73.56291554959785,10,18.43163538873995
2b547943,1802,11466.45,12366.95,900.5,11916.7,31.86,215.44,183.57999999999998,91.97364594894562,6,43.17425083240843
2be5c96a,1744,11180.4,12051.84,871.4400000000005,11616.126743119266,32.93,238.11,205.18,94.47820527522937,6,31.020642201834864
2bff06cf,1997,10147.45,11145.28,997.8299999999999,10646.350405608411,23.41,153.88,130.47,79.97916374561844,7,41.4121181772659
2c0c4a4e,3752,10198.7,11136.45,937.75,10667.574999999999,24.82,207.12,182.3,94.11277185501066,7,39.20575692963752
2cee0cba,795,10451.45,11245.45,794.0,10848.45,43.39,183.1,139.70999999999998,94.51535849056603,5,37.86163522012579
2d0c268a,2018,10529.43,11537.41,1007.9799999999996,11033.476729435084,28.58,224.14,195.56,93.55977205153617,6,40.13875123885035
2d179ded,2278,9706.95,10845.45,1138.5,10276.199999999999,22.7,209.56,186.86,89.32477172958737,7,43.942054433713785
2d196986,1876,10413.820000000002,11350.94,937.119999999999,10882.468965884862,45.46,226.9,181.44,123.94142857142857,6,36.99360341151386
2d2d0c6b,1920,10391.820000000002,11350.94,959.119999999999,10871.471281250002,45.46,226.9,181.44,124.28356770833334,6,38.4375
2d35f86d,1747,11178.9,12051.84,872.9400000000005,11615.37678305667,32.93,238.11,205.18,94.50940469376073,6,31.13909559244419
2d9f6cb9,1123,12187.95,12748.95,561.0,12468.449999999999,29.71,233.85,204.14,72.95365983971504,6,3.6509349955476402
2ddad940,1551,11096.45,11871.45,775.0,11483.949999999997,28.66,195.42,166.76,88.99025789813025,10,35.71889103803997
2e29e833,3980,11331.35,12325.65,994.2999999999993,11828.579886934675,26.38,168.11,141.73000000000002,82.22955778894473,7,42.73869346733669
2e43c2ea,1836,10433.81,11350.94,917.130000000001,10892.466884531592,45.46,226.9,181.44,123.49985838779956,6,35.62091503267974
2e63d9de,1845,11731.09,12652.570000000002,921.4800000000014,12191.88819512195,29.83,189.64,159.81,91.89467208672086,6,41.951219512195124
2ee0235b,1849,10442.45,11366.45,924.0,10904.45,22.82,168.04,145.22,82.42686857760951,6,34.66738777717685
2f19d536,1294,11720.45,12366.95,646.5,12043.699999999997,31.86,215.44,183.57999999999998,82.60207109737247,6,20.86553323029366
2f8e53c3,3039,11397.45,12156.95,759.5,11777.199999999999,27.79,203.62,175.83,77.9757946692991,7,22.40868706811451
2fa01aa6,1878,11936.34,12874.68,938.3400000000001,12405.493120340787,27.93,198.11,170.18,89.34007987220448,6,38.498402555910545
2fd68f7b,1782,10066.1,10956.570000000002,890.4700000000012,10511.334983164985,22.9,177.14999999999998,154.24999999999997,70.83100448933783,6,34.17508417508417
2fe023be,2077,10553.95,11591.95,1038.0,11072.949999999999,25.9,147.32,121.41999999999999,85.97523350987001,6,44.15021665864227
30d75030,1448,10297.83,11021.27,723.4400000000005,10659.545296961329,30.96,207.46,176.5,79.72401243093924,10,19.82044198895028
310c71a5,1956,10388.95,11366.45,977.5,10877.699999999999,22.82,168.04,145.22,84.43346625766873,6,38.24130879345603
32fe84c9,1723,11418.45,12279.45,861.0,11848.95,30.84,157.13,126.28999999999999,86.25139291932673,6,36.56413232733604
33c40295,1977,10603.95,11591.95,988.0,11097.95,25.9,147.32,121.41999999999999,85.17596358118361,6,41.32524026302479
3407f5bf,1529,10381.37,11145.28,763.9099999999999,10763.331000654021,23.41,153.88,130.47,73.67321124918247,7,23.479398299542183
3417285d,1006,11782.62,12285.1,502.47999999999956,12033.857246520873,26.77,120.06,93.29,63.92459244532803,6,1.0934393638170974
347242c8,1884,11240.45,12181.95,941.5,11711.200000000003,34.4,156.51999999999998,122.11999999999998,79.56392250530786,10,35.403397027600846
353e5502,879,10341.45,11219.45,878.0,10780.45,48.540000000000006,209.92,161.38,124.00372013651878,5,42.43458475540387
357c12f9,2172,9796.17,10881.6,1085.4300000000003,10338.88673112339,26.08,177.98999999999998,151.90999999999997,90.5627946593002,13,52.16390423572744
3584a6eb,1833,11450.95,12366.95,916.0,11908.950000000003,31.86,215.44,183.57999999999998,92.12238952536825,6,44.135297326786684
35b30c7f,3179,10341.95,11136.45,794.5,10739.199999999999,24.82,207.12,182.3,84.85177728845548,7,28.247876690783265
35b3ef6a,1498,10133.16,10881.6,748.4400000000005,10507.372656875834,26.08,142.61999999999998,116.53999999999998,78.42925901201602,13,30.640854472630174
367456ce,1725,10159.33,11021.27,861.9400000000005,10590.300869565219,30.96,207.46,176.5,87.99668405797101,10,32.69565217391304
368131f9,1354,11375.4,12051.84,676.4400000000005,11713.620044313146,32.93,238.11,205.18,85.61670605612998,6,11.152141802067947
368fe682,1263,10741.45,11372.45,631.0,11056.949999999999,29.9,231.0,201.1,88.69469517022961,6,22.406967537608868
3690a146,1965,10384.45,11366.45,982.0,10875.45,22.82,168.04,145.22,84.57980661577608,6,38.524173027989825
37344c2a,1692,10299.9,11145.28,845.380000000001,10722.586099290782,23.41,153.88,130.47,76.13949172576831,7,30.851063829787233
373ef48b,1502,10615.95,11366.45,750.5,10991.199999999999,22.82,168.04,145.22,73.95713049267643,6,19.573901464713714
374be387,1955,9868.45,10845.45,977.0,10356.95,22.7,209.56,186.86,83.53049104859335,7,34.68030690537084
37d36812,1755,11489.95,12366.95,877.0,11928.45,31.86,215.44,183.57999999999998,91.57094017094018,6,41.65242165242165
38991fd4,3812,10380.28,11331.96,951.6799999999985,10856.16650577125,22.58,196.86,174.28000000000003,88.1035388247639,6,37.408184679958026
389ae58f,1972,10885.95,11871.45,985.5,11378.7,28.66,195.42,166.76,93.2038742393509,10,49.44219066937119
3932faa6,2262,11072.45,12202.95,1130.5,11637.699999999997,18.53,317.9,299.37,99.08876215738285,7,0.0
398dce4b,1944,9992.47,10963.71,971.2399999999998,10478.117577160494,24.5,198.91,174.41,91.20954218106996,7,42.28395061728395
39b51819,1783,10254.42,11145.28,890.8600000000006,10699.839943914749,23.41,153.88,130.47,77.19945036455412,7,34.38025799214807
3a0af893,2491,11703.55,12325.65,622.1000000000004,12014.62889201124,26.38,168.11,141.73000000000002,70.22602167804094,7,8.51063829787234
3a223519,2234,11865.45,12981.95,1116.5,12423.699999999999,28.29,176.98999999999998,148.7,87.34683079677708,6,50.08952551477171
3a7dd95d,1256,11439.95,12067.45,627.5,11753.699999999997,21.97,173.91,151.94,71.40611464968151,6,0.0
3a824aa7,1417,11658.95,12366.95,708.0,12012.949999999999,31.86,215.44,183.57999999999998,85.55016231474946,6,27.73465067043049
3a86fe8d,1405,10892.88,11594.55,701.6700000000001,11243.731466192172,27.21,224.46,197.25,72.98716725978646,6,11.886120996441282
3aaa2b30,1401,10321.320000000002,11021.27,699.9499999999989,10671.294296930766,30.96,207.46,176.5,77.54286937901499,10,17.130620985010705
3ac16ad0,1878,10172.13,11110.62,938.4900000000016,10641.377832800852,38.67,221.13,182.45999999999998,110.88996272630456,6,36.2087326943557
3b21ea64,2114,11692.45,12748.95,1056.5,12220.699999999999,29.71,233.85,204.14,85.4647445600757,6,48.81740775780511
3bbe1f5d,1843,10445.45,11366.45,921.0,10905.95,22.82,168.04,145.22,82.31965274009768,6,34.454693434617475
3bfee975,1365,11684.95,12366.95,682.0,12025.949999999997,31.86,215.44,183.57999999999998,84.2809010989011,6,24.98168498168498
3c3dbcbc,1767,11168.9,12051.84,882.9400000000005,11610.377045840409,32.93,238.11,205.18,94.65786078098472,6,31.918505942275043
3d96d897,1488,10622.95,11366.45,743.5,10994.699999999999,22.82,168.04,145.22,73.42076612903226,6,18.817204301075268
3df4b19e,1832,10622.4,11537.41,915.0100000000002,11079.957936681223,28.58,224.14,195.56,91.4223307860262,6,34.06113537117904
3e011332,2505,10339.95,11591.95,1252.0,10965.949999999999,25.9,147.32,121.41999999999999,89.90130538922155,6,53.69261477045908
3e678ea7,1623,11842.08,12652.570000000002,810.4900000000016,12247.361072088726,29.83,189.64,159.81,88.19440542205791,6,34.011090573012936
3ef6372a,2119,10535.92,11594.55,1058.6299999999992,11065.292142520057,27.21,224.46,197.25,87.90952336007551,6,41.5762151958471
3ef98781,1402,11481.45,12181.95,700.5,11831.699999999999,34.4,156.51999999999998,122.11999999999998,71.30712553495007,10,13.195435092724678
3f603129,1345,10450.45,11122.45,672.0,10786.449999999997,38.91,273.82,234.91,107.21342750929368,6,16.20817843866171
404c4384,1787,10070.97,10963.71,892.7399999999998,10517.358578623393,24.5,198.91,174.41,86.52428091773923,7,37.21320649132625
4121c517,2113,10066.45,11122.45,1056.0,10594.449999999999,38.91,273.82,234.91,133.95638428774254,6,46.66351159488878
41fb0192,1250,12124.45,12748.95,624.5,12436.699999999999,29.71,233.85,204.14,75.23376800000001,6,13.44
42669188,2155,10794.45,11871.45,1077.0,11332.949999999999,28.66,195.42,166.76,94.39357772621808,10,53.735498839907194
42c538a1,1097,10824.45,11372.45,548.0,11098.449999999999,29.9,231.0,201.1,86.31923427529627,6,10.665451230628987
43b06c70,1888,11108.4,12051.84,943.4400000000005,11580.128516949151,32.93,238.11,205.18,95.64087394067796,6,36.28177966101695
43c7f85a,1409,10406.63,11110.62,703.9900000000016,10758.627111426544,38.67,204.21,165.54000000000002,102.76908445706175,6,14.97515968772179
43e16325,2417,9937.5,11145.28,1207.7800000000007,10541.37328506413,23.41,191.1,167.69,86.15443938767066,7,51.59288374017377
44441e54,2475,11538.45,12156.95,618.5,11847.699999999999,27.79,203.62,175.83,69.78060202020201,7,4.7272727272727275
445af6c2,2137,10298.45,11366.45,1068.0,10832.449999999999,22.82,168.04,145.22,86.83195133364529,6,43.47215722976135
4463446c,1088,10125.070000000002,10668.02,542.9499999999989,10396.54380514706,24.39,141.2,116.80999999999999,64.90039522058824,6,0.0
44a94013,668,10411.01,11077.56,666.5499999999993,10744.302065868264,23.92,192.06,168.14,76.80726047904191,7,0.0
45fb3e21,2177,10503.95,11591.95,1088.0,11047.949999999997,25.9,147.32,121.41999999999999,87.24163987138265,6,46.7156637574644
460f859e,1607,10548.3,11350.94,802.6400000000012,10949.703827006848,45.46,226.9,181.44,120.23068450528937,6,26.446795270690725
4630ab92,4421,11051.95,12156.95,1105.0,11604.449999999997,27.79,203.62,175.83,86.3624949106537,7,46.663650757747114
463c38f2,2458,10718.46,11331.96,613.5,11025.233067534582,22.58,169.79,147.20999999999998,69.51666802278275,6,2.9292107404393817
4654e7de,1517,10608.45,11366.45,758.0,10987.449999999997,22.82,168.04,145.22,74.48356624917601,6,20.369149637442323
466fc788,4112,11129.2,12156.95,1027.75,11643.075,27.79,203.62,175.83,85.31472762645915,7,42.6556420233463
46a301e9,2133,10245.55,11311.5,1065.9500000000007,10778.520670417252,33.05,256.22,223.17000000000002,119.97210501640882,6,44.86638537271448
46a7190b,1384,11961.53,12652.570000000002,691.0400000000009,12307.077413294797,29.83,189.64,159.81,83.50720375722544,6,22.615606936416185
46d24a09,1665,12149.95,12981.95,832.0,12565.95,28.29,176.98999999999998,148.7,82.86681681681682,6,33.033033033033036
46d41ff6,1220,11669.95,12279.45,609.5,11974.7,30.84,157.13,126.28999999999999,75.01617213114754,6,10.40983606557377
46dfcfca,1271,12018.0,12652.570000000002,634.5700000000015,12335.310684500393,29.83,189.64,159.81,80.36836349331236,6,15.735641227380015
47222616,1208,11763.45,12366.95,603.5,12065.199999999999,31.86,215.44,183.57999999999998,79.89576986754966,6,15.2317880794702
47ee27ab,2191,10499.92,11594.55,1094.6299999999992,11047.2963441351,27.21,224.46,197.25,88.33596531264263,6,43.496120492925606
